Property type,Locality,Subtype,Construction year,Price,Type sale,Bedrooms,Living area,Equipped kitchen,Furnished,Bathrooms,Open fire,EPC score,Terrace,Terrace Area,Garden,Garden Area,Land surface,Facades,Swimming pool,Building state,URL
HOUSE,9230,HOUSE,2024,447000,New classified,4,158,1,0,1,0,None,1,12,1,51,221,3,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20346495
HOUSE,9230,HOUSE,2024,417000,New classified,3,124,1,0,1,0,None,1,12,1,36,172,3,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20346490
APARTMENT,6900,APARTMENT,2024,275000,New classified,2,86,0,0,1,0,None,1,7,0,None,0,3,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/marche-en-famenne/6900/20355825
HOUSE,9230,HOUSE,2024,442000,New classified,4,158,1,0,1,0,None,1,12,1,52,222,3,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20346498
APARTMENT,8370,APARTMENT,1961,329000,New classified,3,159,None,0,2,0,E,1,40,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20355284
APARTMENT,2018,APARTMENT,2018,369000,New classified,2,83,1,0,1,0,A,1,22,0,None,0,2,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2018/20357451
HOUSE,6000,HOUSE,None,165000,None,1,70,1,0,1,0,G,0,None,0,None,125,4,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/charleroi/6000/20319508
APARTMENT,8400,APARTMENT,None,230000,None,2,85,0,0,1,0,B,1,7,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20294253
HOUSE,9500,HOUSE,None,175000,None,2,84,1,0,1,0,F,0,None,0,None,144,2,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20318195
HOUSE,9120,HOUSE,1875,114000,None,1,50,1,0,1,0,F,0,None,0,None,194,2,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/beveren/9120/20319201
HOUSE,9500,HOUSE,None,185000,None,2,85,1,0,1,0,D,0,None,0,None,161,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20318230
HOUSE,2200,HOUSE,1933,199000,None,2,150,None,0,1,0,E,0,None,0,None,99,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/herentals/2200/20318639
HOUSE,3271,HOUSE,None,213000,None,4,163,1,0,1,0,F,1,None,0,None,715,3,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/house/for-sale/scherpenheuvel-zichem/3271/20320447
HOUSE,2140,HOUSE,1935,250000,None,4,99,1,0,1,0,C,0,None,0,None,46,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/borgerhout/2140/20318724
HOUSE,6120,HOUSE,2023,334950,New classified,3,160,1,0,1,0,A,1,1,1,1,732,4,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/ham-sur-heure-nalinnes/6120/20356170
HOUSE,2180,HOUSE,1971,299000,None,3,161,1,0,0,0,D,0,None,0,None,210,2,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/house/for-sale/ekeren/2180/20319178
HOUSE,9500,HOUSE,None,235000,None,3,150,1,0,2,1,D,1,15,0,None,285,3,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20318204
HOUSE,2900,HOUSE,None,339000,None,4,169,1,0,1,0,C,1,None,0,None,183,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/schoten/2900/20319182
HOUSE,6120,HOUSE,2023,349950,New classified,3,165,1,0,1,0,A,1,1,1,1,826,4,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/ham-sur-heure-nalinnes/6120/20356223
HOUSE,2170,HOUSE,None,369000,None,2,100,1,0,1,0,F,1,None,0,None,633,3,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/merksem/2170/20318663
HOUSE,4219,HOUSE,2024,349900,New classified,3,160,1,0,1,0,A,1,1,1,1,1039,4,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/meeffe/4219/20356290
HOUSE,2180,HOUSE,None,369000,None,5,232,None,0,0,0,E,1,None,0,None,467,2,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/ekeren/2180/20319172
HOUSE,2018,HOUSE,1956,375000,None,4,196,1,0,1,0,E,0,None,0,None,97,2,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2018/20318820
HOUSE,6717,HOUSE,1984,379000,None,4,137,1,1,1,1,D,1,47,0,None,829,3,1,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/house/for-sale/attert/6717/20320833
HOUSE,2610,TOWN_HOUSE,1961,439000,None,3,210,None,0,2,0,B,0,None,0,None,184,2,0,GOOD,https://www.immoweb.be/en/classified/town-house/for-sale/wilrijk/2610/20318722
HOUSE,9000,HOUSE,None,485000,None,4,161,1,0,1,0,D,1,None,0,None,54,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20316663
APARTMENT,1770,APARTMENT,2023,462000,New classified,3,142,1,0,2,0,A,1,11,1,49,0,4,0,None,https://www.immoweb.be/en/classified/apartment/for-sale/liedekerke/1770/20332243
APARTMENT,6001,APARTMENT,1961,99000,None,1,65,1,1,1,0,C,1,4,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/charleroi-marcinelle/6001/20322835
HOUSE,9230,HOUSE,2024,427000,New classified,3,121,1,0,1,0,None,1,12,1,76,209,3,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20346481
HOUSE,9230,HOUSE,2024,407000,New classified,3,126,1,0,1,0,None,1,12,1,11,149,2,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20346482
APARTMENT,8434,APARTMENT,1979,129000,None,1,35,None,1,1,0,C,0,None,0,None,0,None,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/apartment/for-sale/westende/8434/20214518
HOUSE,9230,HOUSE,2024,406000,New classified,3,127,1,0,1,0,None,1,12,1,16,155,3,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20346479
HOUSE,9230,HOUSE,2024,404500,New classified,3,126,1,0,1,0,None,1,12,1,10,148,2,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20346478
HOUSE,9230,HOUSE,2024,409500,New classified,3,126,1,0,1,0,None,1,12,1,13,151,2,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20346480
HOUSE,7730,COUNTRY_COTTAGE,None,309000,New classified,4,150,1,0,1,0,B,1,None,0,None,490,None,0,None,https://www.immoweb.be/en/classified/country-cottage/for-sale/evregnies/7730/20346474
HOUSE,6224,HOUSE,2007,425000,New classified,5,220,1,0,1,0,C,1,50,0,None,10000,4,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/wanferc%C3%89e-baulet/6224/20346475
APARTMENT,7866,DUPLEX,2004,171000,New classified,2,108,1,0,1,0,C,1,7,0,None,0,2,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/duplex/for-sale/ollignies/7866/20346472
HOUSE,4800,HOUSE,2015,319000,New classified,3,138,1,0,1,0,B,0,None,0,None,164,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/verviers/4800/20346469
HOUSE,8880,HOUSE,1965,199000,New classified,4,350,1,0,0,0,E,1,16,0,None,272,2,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/ledegem/8880/20346470
APARTMENT,9340,GROUND_FLOOR,2009,249000,New classified,2,130,None,0,1,0,None,1,None,0,None,0,2,0,None,https://www.immoweb.be/en/classified/ground-floor/for-sale/lede/9340/20346463
HOUSE,7000,HOUSE,1900,165000,New classified,2,75,1,0,1,0,F,1,11,1,37,112,2,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/house/for-sale/mons/7000/20317148
HOUSE,1651,HOUSE,1918,679000,New classified,3,206,1,0,0,0,D,1,None,0,None,1406,4,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/lot/1651/20346458
APARTMENT,6001,APARTMENT,None,105000,New classified,2,91,1,0,1,0,D,0,None,0,None,0,None,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/marcinelle/6001/20346461
HOUSE,1650,HOUSE,1918,679000,New classified,3,206,1,0,0,0,D,1,None,0,None,1406,4,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/beersel/1650/20346457
APARTMENT,1500,APARTMENT,None,149000,New classified,1,54,1,0,1,0,F,0,None,0,None,0,2,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/apartment/for-sale/halle/1500/20346456
APARTMENT,1500,APARTMENT,None,165000,New classified,1,54,1,0,1,0,F,1,None,0,None,0,2,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/apartment/for-sale/halle/1500/20346455
HOUSE,2275,HOUSE,2024,475871,New classified,2,154,1,0,1,0,A+,1,None,0,None,0,2,0,None,https://www.immoweb.be/en/classified/house/for-sale/lille/2275/20346454
HOUSE,2275,HOUSE,2024,462307,New classified,3,154,1,0,1,0,A+,1,None,0,None,0,2,0,None,https://www.immoweb.be/en/classified/house/for-sale/lille/2275/20346453
HOUSE,9280,HOUSE,1930,420000,New classified,3,255,1,0,1,0,C,1,25,1,584,680,None,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/lebbeke/9280/20346451
APARTMENT,2275,APARTMENT,2024,400466,New classified,2,144,1,1,1,0,A+,1,None,0,None,0,2,0,None,https://www.immoweb.be/en/classified/apartment/for-sale/lille/2275/20346449
APARTMENT,1785,APARTMENT,2015,183000,New classified,1,56,1,0,0,0,B,0,None,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/merchtem/1785/20346452
APARTMENT,2275,APARTMENT,2024,399866,New classified,2,144,1,0,1,0,A+,1,None,0,None,0,2,0,None,https://www.immoweb.be/en/classified/apartment/for-sale/lille/2275/20346448
APARTMENT,2275,APARTMENT,2024,398866,New classified,3,144,1,0,1,0,A+,1,None,0,None,0,2,0,None,https://www.immoweb.be/en/classified/apartment/for-sale/lille/2275/20346447
HOUSE,3970,HOUSE,None,699000,New classified,5,588,None,0,2,0,B,0,None,0,None,1598,None,0,None,https://www.immoweb.be/en/classified/house/for-sale/leopoldsburg/3970/20346445
APARTMENT,6060,APARTMENT,None,82500,New classified,2,88,1,0,1,0,G,0,None,0,None,0,None,0,TO_RENOVATE,https://www.immoweb.be/en/classified/apartment/for-sale/gilly/6060/20346418
HOUSE,3800,HOUSE,1952,330000,New classified,3,194,1,0,1,0,D,0,None,0,None,1098,3,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/sint-truiden/3800/20346419
HOUSE,2950,HOUSE,1969,479000,New classified,3,168,1,0,1,0,F,1,None,1,295,435,3,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/kapellen/2950/20346415
HOUSE,5670,HOUSE,None,175000,New classified,3,117,1,0,None,0,F,0,None,1,102,219,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/treignes/5670/20346414
APARTMENT,6140,GROUND_FLOOR,None,150000,New Price,2,115,1,0,1,0,D,0,None,1,20,0,3,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/ground-floor/for-sale/fontaine-leveque/6140/20260894
APARTMENT,1932,APARTMENT,None,180000,None,1,60,1,0,1,0,C,1,16,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/zaventem-sint-stevens-woluwe/1932/20125874
HOUSE,9310,HOUSE,1988,180000,New classified,2,99,1,0,1,0,F,1,None,0,None,321,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/aalst-baardegem/9310/20359427
APARTMENT,8000,APARTMENT,None,195000,None,2,92,0,0,1,0,D,0,None,0,None,0,None,0,TO_RENOVATE,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/20320528
HOUSE,8972,HOUSE,None,195000,New classified,4,290,None,0,1,0,E,1,None,0,None,489,3,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/poperinge/8972/20358066
APARTMENT,1020,APARTMENT,None,219000,None,1,91,1,0,1,0,G,0,None,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1020/20237806
APARTMENT,9000,APARTMENT,1999,242000,None,1,60,1,0,1,0,B,0,None,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20315483
APARTMENT,1180,APARTMENT,1969,245000,None,2,70,1,0,1,0,G,1,5,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20294830
APARTMENT,8370,APARTMENT,None,265000,None,2,68,None,0,1,0,B,1,None,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20320709
APARTMENT,9050,APARTMENT,1955,268800,None,2,73,1,0,1,0,C,1,2,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/gentbrugge/9050/20325457
APARTMENT,1080,APARTMENT,1968,269000,New classified,2,130,1,0,1,0,D,1,32,0,None,0,2,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/20360791
APARTMENT,8370,APARTMENT,None,269999,None,2,93,None,0,1,0,B,1,None,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20319157
APARTMENT,1180,APARTMENT,1967,299000,None,2,67,1,0,1,0,G,1,16,0,None,0,3,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/ukkel/1180/20313267
APARTMENT,9000,APARTMENT,None,320000,None,1,80,None,0,1,0,A,1,None,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20324666
APARTMENT,1070,APARTMENT,None,330000,None,2,76,None,0,1,0,C,0,None,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20302074
APARTMENT,2000,APARTMENT,2019,370000,New classified,1,60,1,0,1,0,A,1,10,0,None,0,None,0,None,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20328340
APARTMENT,8300,APARTMENT,None,649000,None,2,107,None,0,1,0,B,1,None,0,None,0,None,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/apartment/for-sale/duinbergen/8300/20210510
APARTMENT,8380,APARTMENT,2009,745000,None,3,168,None,0,2,0,C,1,None,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/zeebrugge/8380/20301028
APARTMENT,8300,DUPLEX,2008,1195000,None,3,135,1,0,2,0,C,1,None,0,None,0,2,0,AS_NEW,https://www.immoweb.be/en/classified/duplex/for-sale/knokke-heist/8300/20318391
HOUSE,2970,HOUSE,1952,1395000,New classified,3,427,None,0,2,0,C,1,None,0,None,2707,4,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/schilde-s-gravenwezel/2970/20359020
HOUSE,4100,HOUSE,1970,129000,New classified,2,138,1,0,1,0,E,1,None,1,25,117,2,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20337478
HOUSE,6870,TOWN_HOUSE,1899,199000,New classified,3,189,1,0,1,0,G,0,None,0,None,1545,4,0,None,https://www.immoweb.be/en/classified/town-house/for-sale/hatrival/6870/20341708
HOUSE,4560,HOUSE,None,299000,New classified,4,178,None,0,1,0,E,1,None,0,None,330,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/clavier/4560/20340087
HOUSE,6150,VILLA,2005,320000,New classified,4,200,1,0,1,0,C,0,None,1,1100,1252,4,0,GOOD,https://www.immoweb.be/en/classified/villa/for-sale/anderlues/6150/20336862
HOUSE,8210,HOUSE,None,435000,New classified,4,195,None,0,1,0,A,1,None,0,None,315,None,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/house/for-sale/veldegem/8210/20337431
HOUSE,3500,VILLA,1962,625000,New classified,3,300,0,0,1,0,E,0,None,0,None,957,None,0,None,https://www.immoweb.be/en/classified/villa/for-sale/hasselt/3500/20337494
HOUSE,4621,HOUSE,1975,491000,New classified,2,117,None,0,1,0,C,0,None,0,None,486,4,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/house/for-sale/fleron/4621/20339817
HOUSE,2930,VILLA,1938,960000,New classified,4,318,1,0,3,1,D,1,None,1,1166,1166,4,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/villa/for-sale/brasschaat/2930/20337002
APARTMENT,8400,APARTMENT,None,229000,New Price,3,88,None,0,1,0,None,1,None,0,None,0,2,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20306126
HOUSE,9991,HOUSE,1971,325000,None,4,170,0,0,1,0,C,0,None,0,None,1060,None,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/adegem/9991/20306606
APARTMENT,3000,APARTMENT,1972,329000,New classified,1,59,1,0,1,0,C,1,3,0,None,0,2,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/apartment/for-sale/leuven/3000/20346413
APARTMENT,3000,PENTHOUSE,1972,539000,New classified,2,108,1,0,1,0,D,1,39,0,None,0,None,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/penthouse/for-sale/leuven/3000/20346412
HOUSE,7390,HOUSE,None,139000,New classified,2,72,1,0,1,0,G,1,8,1,200,270,2,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/house/for-sale/quaregnon/7390/20346411
HOUSE,9160,HOUSE,1947,195000,New classified,3,173,None,0,1,0,D,0,None,0,None,87,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/lokeren/9160/20346404
HOUSE,1310,HOUSE,None,450000,New classified,5,200,1,0,1,0,E,0,None,1,100,280,2,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/la%20hulpe/1310/20346396
HOUSE,3770,HOUSE,2005,474000,New classified,3,271,0,0,2,0,B,0,None,0,None,524,3,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/riemst/3770/20346388
HOUSE,2880,HOUSE,1943,489000,New classified,3,None,0,0,1,0,F,1,None,0,None,741,4,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/bornem/2880/20346390
APARTMENT,1070,APARTMENT,1967,175000,New classified,2,75,1,0,1,0,E,1,7,0,None,0,4,0,TO_RENOVATE,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20346389
APARTMENT,8430,APARTMENT,None,247500,New classified,2,98,None,0,1,0,B,1,1,0,None,0,3,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/middelkerke/8430/20346386
HOUSE,8870,HOUSE,None,270000,None,4,None,None,0,2,0,C,1,None,0,None,267,2,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/20149722
HOUSE,2830,VILLA,1958,695000,New classified,3,195,0,0,2,1,A,0,None,0,None,500,4,1,AS_NEW,https://www.immoweb.be/en/classified/villa/for-sale/willebroek/2830/20346384
APARTMENT,1000,APARTMENT,None,435000,New Price,3,166,1,0,3,0,C,1,29,0,None,0,2,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/botanique/1000/11331570
HOUSE,8660,HOUSE,1930,275000,New classified,5,136,None,0,1,0,F,1,None,0,None,57,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/de%20panne/8660/20346347
APARTMENT,8300,PENTHOUSE,1991,899000,New classified,3,96,None,0,2,0,B,1,8,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/penthouse/for-sale/knokke-heist/8300/20346343
HOUSE,3720,FARMHOUSE,1896,567000,New classified,5,310,None,0,2,0,E,0,None,0,None,0,None,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/farmhouse/for-sale/kortessem/3720/20346342
APARTMENT,2610,APARTMENT,1972,259000,New classified,2,90,1,0,1,0,B,1,16,0,None,0,None,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/apartment/for-sale/wilrijk/2610/20346341
HOUSE,8750,HOUSE,None,458000,New classified,3,154,None,0,0,0,None,0,None,0,None,872,4,0,None,https://www.immoweb.be/en/classified/house/for-sale/wingene/8750/20346336
APARTMENT,9870,APARTMENT,2015,575000,New classified,3,153,1,0,None,0,A,0,None,0,None,0,None,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/zulte/9870/20346335
HOUSE,8530,HOUSE,1961,329000,New classified,4,162,None,0,1,0,C,0,None,0,None,301,None,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/house/for-sale/harelbeke/8530/20346333
APARTMENT,8300,APARTMENT,1966,500000,New classified,0,75,None,0,2,0,B,1,None,0,None,0,None,0,TO_RENOVATE,https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20346332
HOUSE,3600,HOUSE,None,364900,New classified,3,232,1,0,2,0,C,1,16,0,None,993,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/genk/3600/20346328
HOUSE,9080,VILLA,1987,925000,New classified,4,431,1,0,2,0,C,0,None,0,None,4663,None,0,GOOD,https://www.immoweb.be/en/classified/villa/for-sale/lochristi/9080/20346324
HOUSE,9000,HOUSE,None,470000,New classified,4,188,None,0,1,0,D,0,None,0,None,55,2,0,None,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20346326
HOUSE,9000,MANSION,None,795000,New classified,3,173,1,0,2,0,C,0,None,0,None,66,2,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/mansion/for-sale/gent/9000/20346322
APARTMENT,8370,APARTMENT,1978,99900,New classified,1,32,None,0,1,0,C,0,None,0,None,0,2,0,None,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20346320
HOUSE,9280,VILLA,1955,1695000,New classified,3,340,1,0,2,0,B,0,None,0,None,12060,None,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/villa/for-sale/lebbeke/9280/20346318
HOUSE,9080,VILLA,2019,749000,New classified,3,185,None,0,1,0,A,1,None,0,None,809,None,0,GOOD,https://www.immoweb.be/en/classified/villa/for-sale/lochristi/9080/20346317
HOUSE,8500,HOUSE,1965,245000,New classified,3,140,1,0,1,0,E,1,None,1,38,174,None,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/kortrijk/8500/20346316
APARTMENT,9000,APARTMENT,1970,249000,New classified,2,None,0,0,1,0,C,0,None,0,None,0,None,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20346314
HOUSE,9040,HOUSE,None,349000,New classified,3,150,None,0,3,0,D,0,None,0,None,73,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/gent/9040/20346325
HOUSE,8950,HOUSE,2019,370000,None,3,144,1,0,1,0,A,1,None,0,None,341,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/nieuwkerke/8950/20308616
HOUSE,8610,VILLA,1986,465000,None,4,269,1,0,1,0,C,1,None,0,None,566,None,0,GOOD,https://www.immoweb.be/en/classified/villa/for-sale/kortemark/8610/20307995
HOUSE,9820,HOUSE,1992,669000,None,3,240,0,0,1,0,B,0,None,0,None,823,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/merelbeke/9820/20305916
APARTMENT,1500,APARTMENT,None,165000,New classified,1,54,1,0,1,0,F,1,None,0,None,0,2,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/apartment/for-sale/halle/1500/20346455
HOUSE,8650,VILLA,1980,750000,None,5,575,1,0,1,0,C,1,None,0,None,12821,None,0,GOOD,https://www.immoweb.be/en/classified/villa/for-sale/houthulst/8650/20308006
HOUSE,8000,HOUSE,None,345000,New Price,2,174,1,0,1,0,None,0,None,0,None,72,2,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/20287827
HOUSE,1300,HOUSE,None,220000,None,3,150,0,0,1,0,E,0,None,0,None,180,2,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/20295336
